0 Sunday 0 0.000000
1 Monday 4598 0.201181
2 Tuesday 5220 0.228396
3 Wednesday 3979 0.174098
4 Thursday 4523 0.197900
5 Friday 4529 0.198162
6 Saturday 6 0.000263
