0 Transcend       14000
1 Cultivation     21000
2 Passage         4700
3 Gravitation     5600
4 Between         10600
5 Sketchbook      0
6 Primrose        12000
7 "Diamond Trust"      23000
8 "Sleep Is Death"  43000
9 "Star-filled Sky"  23000
10 "The Castle Doctrine"  47000
11 "Cordial Minuet"  36000
12 "One Life"  89000
