05/27/15 608 1.000000
06/03/15 483 1.000000
06/10/15 22 1.000000
06/17/15 20 1.000000
06/24/15 1463 1.000000
07/01/15 3061 1.000000
07/08/15 1532 1.000000
07/15/15 1036 1.000000
07/22/15 857 1.000000
07/29/15 410 1.000000
08/05/15 572 1.000000
08/12/15 618 1.000000
08/19/15 1795 1.000000
08/26/15 2340 1.000000
09/02/15 1353 1.000000
09/09/15 1026 1.000000
09/16/15 0 1.000000
09/23/15 0 1.000000
09/30/15 0 1.000000
10/07/15 576 1.000000
10/14/15 437 1.000000
10/21/15 0 1.000000
10/28/15 265 1.000000
11/04/15 75 1.000000
11/11/15 416 1.000000
11/18/15 998 1.000000
11/25/15 165 1.000000
12/02/15 820 1.000000
12/09/15 345 1.000000
12/16/15 433 1.000000
12/23/15 868 1.000000
12/30/15 965 1.000000
01/06/16 477 1.000000
01/13/16 1413 1.000000
01/20/16 497 1.000000
01/27/16 349 1.000000
02/03/16 0 1.000000
02/10/16 501 1.000000
02/17/16 1592 1.000000
02/24/16 1518 1.000000
03/02/16 273 1.000000
03/09/16 826 1.000000
03/16/16 1277 1.000000
03/23/16 750 1.000000
03/30/16 0 1.000000
04/06/16 896 1.000000
04/13/16 636 1.000000
04/20/16 341 1.000000
04/27/16 1185 1.000000
05/04/16 676 1.000000
05/11/16 949 1.000000
05/18/16 436 1.000000
05/25/16 0 1.000000
06/01/16 0 1.000000
06/08/16 0 1.000000
06/15/16 0 1.000000
06/22/16 275 1.000000
06/29/16 1296 1.000000
07/06/16 560 1.000000
07/13/16 498 1.000000
07/20/16 908 1.000000
07/27/16 595 1.000000
08/03/16 293 1.000000
08/10/16 6 1.000000
08/17/16 1180 1.000000
08/24/16 2501 1.000000
08/31/16 1947 1.000000
09/07/16 805 1.000000
09/14/16 785 1.000000
09/21/16 1560 1.000000
09/28/16 908 1.000000
10/05/16 873 1.000000
10/12/16 1568 1.000000
10/19/16 1042 1.000000
10/26/16 702 1.000000
11/02/16 1200 1.000000
11/09/16 882 1.000000
11/16/16 791 1.000000
11/23/16 703 1.000000
11/30/16 1591 1.000000
12/07/16 2016 1.000000
12/14/16 1540 1.000000
12/21/16 1356 1.000000
12/28/16 1405 1.000000
01/04/17 1574 1.000000
01/11/17 388 1.000000
01/18/17 407 1.000000
01/25/17 199 1.000000
02/01/17 236 1.000000
02/08/17 0 1.000000
02/15/17 1737 1.000000
02/22/17 396 1.000000
03/01/17 32 1.000000
03/08/17 1546 1.000000
03/15/17 550 1.000000
03/22/17 384 1.000000
03/29/17 269 1.000000
04/05/17 926 1.000000
04/12/17 1419 1.000000
04/19/17 216 1.000000
04/26/17 385 1.000000
05/03/17 158 1.000000
05/10/17 739 1.000000
05/17/17 342 1.000000
05/24/17 0 1.000000
05/31/17 0 1.000000
06/07/17 109 1.000000
06/14/17 781 1.000000
06/21/17 1103 1.000000
06/28/17 2205 1.000000
07/05/17 2333 1.000000
07/12/17 2687 1.000000
07/19/17 1603 1.000000
07/26/17 2981 1.000000
08/02/17 2062 1.000000
08/09/17 1902 1.000000
08/16/17 476 1.000000
08/23/17 1155 1.000000
08/30/17 1675 1.000000
09/06/17 2053 1.000000
09/13/17 661 1.000000
09/20/17 1568 1.000000
09/27/17 1793 1.000000
10/04/17 0 1.000000
10/11/17 583 1.000000
10/18/17 555 1.000000
10/25/17 1471 1.000000
11/01/17 2943 1.000000
11/08/17 2430 1.000000
11/15/17 800 1.000000
11/22/17 614 1.000000
11/29/17 605 1.000000
12/06/17 2133 1.000000
12/13/17 797 1.000000
12/20/17 556 1.000000
12/27/17 629 1.000000
01/03/18 1893 1.000000
