0 Sunday 19121 0.041963
1 Monday 83573 0.183411
2 Tuesday 84279 0.184960
3 Wednesday 78416 0.172093
4 Thursday 77722 0.170570
5 Friday 97171 0.213253
6 Saturday 15378 0.033749
