0 Sunday 13 0.000640
1 Monday 3566 0.175656
2 Tuesday 3848 0.189547
3 Wednesday 1857 0.091473
4 Thursday 5128 0.252598
5 Friday 5477 0.269790
6 Saturday 412 0.020295
