05/31/04 5917 1.000000
07/01/04 1173 1.000000
07/31/04 6214 1.000000
08/31/04 2105 1.000000
09/30/04 3285 1.000000
10/30/04 3501 1.000000
11/30/04 538 1.000000
12/30/04 2838 1.000000
01/30/05 715 1.000000
03/01/05 457 1.000000
04/01/05 25 1.000000
05/01/05 16 1.000000
05/31/05 0 0.000000
07/01/05 15 1.000000
07/31/05 935 1.000000
08/31/05 41 1.000000
09/30/05 0 0.000000
10/31/05 31 1.000000
11/30/05 0 0.000000
12/30/05 34 1.000000
01/30/06 56 1.000000
03/01/06 0 0.000000
04/01/06 517 1.000000
05/01/06 2017 1.000000
06/01/06 3334 1.000000
07/01/06 5196 1.000000
08/01/06 4885 1.000000
08/31/06 10139 1.000000
09/30/06 2863 1.000000
10/31/06 4852 1.000000
11/30/06 4154 1.000000
12/31/06 5 1.000000
01/30/07 186 1.000000
03/02/07 79 1.000000
04/01/07 84 1.000000
05/02/07 5 1.000000
06/01/07 0 0.000000
07/01/07 131 1.000000
08/01/07 388 1.000000
08/31/07 571 1.000000
10/01/07 3721 1.000000
10/31/07 2230 1.000000
12/01/07 1006 1.000000
12/31/07 1463 1.000000
01/30/08 2725 1.000000
03/01/08 87 1.000000
03/31/08 5 1.000000
05/01/08 0 0.000000
05/31/08 299 1.000000
07/01/08 0 0.000000
07/31/08 0 0.000000
08/31/08 3199 1.000000
09/30/08 4835 1.000000
10/30/08 2233 1.000000
11/30/08 4124 1.000000
12/30/08 14130 1.000000
01/30/09 10687 1.000000
03/01/09 638 1.000000
04/01/09 664 1.000000
05/01/09 129 1.000000
05/31/09 44 1.000000
07/01/09 0 0.000000
07/31/09 0 0.000000
08/31/09 246 1.000000
09/30/09 6 1.000000
10/31/09 59 1.000000
11/30/09 3361 1.000000
12/30/09 11216 1.000000
01/30/10 4498 1.000000
03/01/10 5592 1.000000
04/01/10 12522 1.000000
05/01/10 2379 1.000000
06/01/10 955 1.000000
07/01/10 105 1.000000
08/01/10 21 1.000000
08/31/10 4246 1.000000
09/30/10 6760 1.000000
10/31/10 5967 1.000000
11/30/10 5250 1.000000
12/31/10 7343 1.000000
01/30/11 7665 1.000000
03/02/11 5302 1.000000
04/01/11 1935 1.000000
05/02/11 2872 1.000000
06/01/11 8297 1.000000
07/01/11 1376 1.000000
08/01/11 3455 1.000000
08/31/11 2000 1.000000
10/01/11 198 1.000000
10/31/11 108 1.000000
12/01/11 3563 1.000000
12/31/11 4403 1.000000
01/30/12 2062 1.000000
03/01/12 2721 1.000000
03/31/12 5088 1.000000
05/01/12 1611 1.000000
05/31/12 5380 1.000000
07/01/12 2457 1.000000
07/31/12 1250 1.000000
08/31/12 1505 1.000000
09/30/12 2502 1.000000
10/30/12 4255 1.000000
11/30/12 3554 1.000000
12/30/12 3584 1.000000
01/30/13 1838 1.000000
03/01/13 2629 1.000000
04/01/13 1904 1.000000
05/01/13 2717 1.000000
05/31/13 2447 1.000000
07/01/13 1712 1.000000
07/31/13 1570 1.000000
08/31/13 0 0.000000
09/30/13 1863 1.000000
10/31/13 2448 1.000000
11/30/13 3772 1.000000
12/30/13 6472 1.000000
01/30/14 2382 1.000000
03/01/14 392 1.000000
04/01/14 20 1.000000
05/01/14 0 0.000000
06/01/14 1897 1.000000
07/01/14 5273 1.000000
08/01/14 5209 1.000000
08/31/14 911 1.000000
09/30/14 4489 1.000000
10/31/14 5945 1.000000
11/30/14 2201 1.000000
12/31/14 1717 1.000000
01/30/15 377 1.000000
03/02/15 3160 1.000000
04/01/15 1184 1.000000
05/02/15 1488 1.000000
06/01/15 2053 1.000000
07/01/15 6486 1.000000
08/01/15 4967 1.000000
08/31/15 3147 1.000000
10/01/15 1212 1.000000
10/31/15 1720 1.000000
12/01/15 2466 1.000000
12/31/15 3557 1.000000
01/30/16 3302 1.000000
03/01/16 3579 1.000000
03/31/16 2400 1.000000
05/01/16 2719 1.000000
05/31/16 505 1.000000
07/01/16 3544 1.000000
07/31/16 3637 1.000000
08/31/16 5694 1.000000
09/30/16 4440 1.000000
10/30/16 3810 1.000000
11/30/16 6895 1.000000
12/30/16 3802 1.000000
01/30/17 2396 1.000000
03/01/17 2602 1.000000
04/01/17 2764 1.000000
05/01/17 1600 1.000000
05/31/17 2874 1.000000
07/01/17 9456 1.000000
07/31/17 7122 1.000000
08/31/17 6109 1.000000
09/30/17 3107 1.000000
10/31/17 8111 1.000000
11/30/17 4142 1.000000
12/30/17 2235 1.000000
