05/27/15 7 1.000000
06/03/15 8 1.000000
06/10/15 1 1.000000
06/17/15 2 1.000000
06/24/15 7 1.000000
07/01/15 15 1.000000
07/08/15 9 1.000000
07/15/15 11 1.000000
07/22/15 4 1.000000
07/29/15 6 1.000000
08/05/15 8 1.000000
08/12/15 12 1.000000
08/19/15 19 1.000000
08/26/15 12 1.000000
09/02/15 8 1.000000
09/09/15 6 1.000000
09/16/15 0 0.000000
09/23/15 0 0.000000
09/30/15 0 0.000000
10/07/15 8 1.000000
10/14/15 5 1.000000
10/21/15 0 0.000000
10/28/15 4 1.000000
11/04/15 3 1.000000
11/11/15 5 1.000000
11/18/15 10 1.000000
11/25/15 1 1.000000
12/02/15 7 1.000000
12/09/15 3 1.000000
12/16/15 4 1.000000
12/23/15 9 1.000000
12/30/15 8 1.000000
01/06/16 6 1.000000
01/13/16 14 1.000000
01/20/16 6 1.000000
01/27/16 4 1.000000
02/03/16 0 0.000000
02/10/16 6 1.000000
02/17/16 14 1.000000
02/24/16 20 1.000000
03/02/16 2 1.000000
03/09/16 17 1.000000
03/16/16 10 1.000000
03/23/16 5 1.000000
03/30/16 0 0.000000
04/06/16 8 1.000000
04/13/16 4 1.000000
04/20/16 5 1.000000
04/27/16 7 1.000000
05/04/16 8 1.000000
05/11/16 13 1.000000
05/18/16 7 1.000000
05/25/16 1 1.000000
06/01/16 0 0.000000
06/08/16 0 0.000000
06/15/16 0 0.000000
06/22/16 5 1.000000
06/29/16 10 1.000000
07/06/16 6 1.000000
07/13/16 5 1.000000
07/20/16 10 1.000000
07/27/16 12 1.000000
08/03/16 5 1.000000
08/10/16 1 1.000000
08/17/16 15 1.000000
08/24/16 19 1.000000
08/31/16 17 1.000000
09/07/16 17 1.000000
09/14/16 18 1.000000
09/21/16 16 1.000000
09/28/16 19 1.000000
10/05/16 12 1.000000
10/12/16 26 1.000000
10/19/16 14 1.000000
10/26/16 8 1.000000
11/02/16 16 1.000000
11/09/16 15 1.000000
11/16/16 8 1.000000
11/23/16 3 1.000000
11/30/16 14 1.000000
12/07/16 21 1.000000
12/14/16 12 1.000000
12/21/16 17 1.000000
12/28/16 19 1.000000
01/04/17 16 1.000000
01/11/17 5 1.000000
01/18/17 10 1.000000
01/25/17 4 1.000000
02/01/17 3 1.000000
02/08/17 0 0.000000
02/15/17 18 1.000000
02/22/17 7 1.000000
03/01/17 3 1.000000
03/08/17 14 1.000000
03/15/17 11 1.000000
03/22/17 10 1.000000
03/29/17 10 1.000000
04/05/17 11 1.000000
04/12/17 24 1.000000
04/19/17 12 1.000000
04/26/17 7 1.000000
05/03/17 3 1.000000
05/10/17 10 1.000000
05/17/17 9 1.000000
05/24/17 0 0.000000
05/31/17 0 0.000000
06/07/17 5 1.000000
06/14/17 12 1.000000
06/21/17 18 1.000000
06/28/17 37 1.000000
07/05/17 23 1.000000
07/12/17 21 1.000000
07/19/17 31 1.000000
07/26/17 28 1.000000
08/02/17 25 1.000000
08/09/17 22 1.000000
08/16/17 4 1.000000
08/23/17 14 1.000000
08/30/17 19 1.000000
09/06/17 19 1.000000
09/13/17 16 1.000000
09/20/17 19 1.000000
09/27/17 16 1.000000
10/04/17 0 0.000000
10/11/17 14 1.000000
10/18/17 17 1.000000
10/25/17 18 1.000000
11/01/17 28 1.000000
11/08/17 27 1.000000
11/15/17 13 1.000000
11/22/17 11 1.000000
11/29/17 9 1.000000
12/06/17 24 1.000000
12/13/17 16 1.000000
12/20/17 21 1.000000
12/27/17 17 1.000000
01/03/18 32 1.000000
