sep=,
Steam Sales data for Jason Rohrer: 2014-02-27 - 2014-03-30

Date, Bundle(ID#),Bundle Name,Product(ID#),Product Name,Type,Game,Platform,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD),Tag
2014-03-01,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,CA,Canada,North America,1,0,1,7.99,7.99,USD,7.9900,0.0000,0.0000,7.9900,""
2014-03-01,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,US,United States,North America,1,0,1,7.99,7.99,USD,7.9900,0.0000,0.0000,7.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,AT,Austria,Western Europe,1,0,1,14.99,14.99,EUR,20.6600,0.0000,-2.7014,17.9586,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CH,Switzerland,Western Europe,2,0,2,14.99,14.99,EUR,41.2500,0.0000,0.0000,41.2500,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CN,China,Asia,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,3,0,3,12.49,12.49,GBP,62.5500,0.0000,-8.1630,54.3870,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,KR,Korea Republic of,Asia,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,KZ,Kazakhstan,Russian Territories,1,0,1,10.99,10.99,USD,10.9900,0.0000,0.0000,10.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,MY,Malaysia,South East Asia,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NL,Netherlands,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NO,Norway,Western Europe,1,0,1,14.99,14.99,EUR,20.6300,0.0000,0.0000,20.6300,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NZ,New Zealand,Oceania,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,21,0,21,15.99,15.99,USD,335.7900,0.0000,0.0000,335.7900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,ZA,South Africa,Africa,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,CA,Canada,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,DE,Germany,Western Europe,3,0,3,14.99,14.99,EUR,61.9200,0.0000,-8.0964,53.8236,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,KY,Cayman Islands,Latin America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,9,1,8,15.99,15.99,USD,143.9100,15.9900,0.0000,127.9200,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Linux,RU,Russian Federation,Russian Territories,1,0,1,349.00,349.00,RUB,9.5600,0.0000,0.0000,9.5600,""
2014-03-01,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Linux,US,United States,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-02,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,CA,Canada,North America,1,0,1,7.99,7.99,USD,7.9900,0.0000,0.0000,7.9900,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,BE,Belgium,Western Europe,1,0,1,14.99,14.99,EUR,20.7900,0.0000,-2.7184,18.0716,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CL,Chile,Latin America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,1,0,1,12.49,12.49,GBP,20.8500,0.0000,-2.7210,18.1290,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,IT,Italy,Western Europe,1,0,1,14.99,14.99,EUR,20.6600,0.0000,-2.7014,17.9586,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,KR,Korea Republic of,Asia,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,KZ,Kazakhstan,Russian Territories,1,0,1,10.99,10.99,USD,10.9900,0.0000,0.0000,10.9900,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NL,Netherlands,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NZ,New Zealand,Oceania,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,RU,Russian Federation,Russian Territories,1,0,1,349.00,349.00,RUB,9.5800,0.0000,0.0000,9.5800,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,SE,Sweden,Western Europe,1,0,1,14.99,14.99,EUR,20.6300,0.0000,-2.6975,17.9325,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,22,0,22,15.99,15.99,USD,353.0000,0.0000,-1.2200,351.7800,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,AU,Australia,Oceania,3,0,3,15.99,15.99,USD,47.9700,0.0000,0.0000,47.9700,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,GB,United Kingdom,Western Europe,2,0,2,12.49,12.49,GBP,41.7227,0.0000,-5.4450,36.2777,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,KR,Korea Republic of,Asia,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,RU,Russian Federation,Russian Territories,1,0,1,349.00,349.00,RUB,9.5600,0.0000,0.0000,9.5600,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,9,0,9,15.99,15.99,USD,143.9100,0.0000,0.0000,143.9100,""
2014-03-02,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Linux,US,United States,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,AE,United Arab Emirates,Middle East,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,AU,Australia,Oceania,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FR,France,Western Europe,1,0,1,14.99,14.99,EUR,20.6260,0.0000,-2.6969,17.9291,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,4,0,4,12.49,12.49,GBP,83.4500,0.0000,-10.8905,72.5595,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,MK,Macedonia,Eastern Europe,1,0,1,14.99,14.99,EUR,20.7700,0.0000,0.0000,20.7700,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,NO,Norway,Western Europe,1,0,1,14.99,14.99,EUR,20.6300,0.0000,0.0000,20.6300,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,8,0,8,15.99,15.99,USD,130.4100,0.0000,-2.4900,127.9200,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,AR,Argentina,Latin America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,CA,Canada,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,DE,Germany,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,GB,United Kingdom,Western Europe,1,0,1,12.49,12.49,GBP,20.8647,0.0000,-2.7229,18.1418,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,9,0,9,15.99,15.99,USD,143.9100,0.0000,0.0000,143.9100,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Linux,GB,United Kingdom,Western Europe,1,0,1,12.49,12.49,GBP,20.8800,0.0000,-2.7249,18.1551,""
2014-03-03,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Linux,US,United States,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-04,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,FR,France,Western Europe,1,0,1,7.99,7.99,EUR,10.9789,0.0000,-1.4290,9.5499,""
2014-03-04,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Mac,GB,United Kingdom,Western Europe,1,0,1,4.99,4.99,GBP,8.3400,0.0000,-1.0864,7.2536,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,AU,Australia,Oceania,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FR,France,Western Europe,2,0,2,14.99,14.99,EUR,41.3700,0.0000,-5.4093,35.9607,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,2,0,2,12.49,12.49,GBP,41.6552,0.0000,-5.4362,36.2190,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,9,0,9,15.99,15.99,USD,143.9100,0.0000,0.0000,143.9100,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,AU,Australia,Oceania,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,CA,Canada,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,GB,United Kingdom,Western Europe,3,0,3,12.49,12.49,GBP,62.4900,0.0000,-8.1552,54.3348,""
2014-03-04,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,6,0,6,15.99,15.99,USD,97.4600,0.0000,-1.5200,95.9400,""
2014-03-05,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,NL,Netherlands,Western Europe,1,0,1,7.99,7.99,EUR,10.9800,0.0000,-1.4292,9.5508,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FR,France,Western Europe,1,0,1,14.99,14.99,EUR,20.7900,0.0000,-2.7184,18.0716,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,1,0,1,12.49,12.49,GBP,20.8300,0.0000,-2.7184,18.1116,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,RU,Russian Federation,Russian Territories,1,0,1,349.00,349.00,RUB,9.6500,0.0000,0.0000,9.6500,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,13,0,13,15.99,15.99,USD,210.5500,0.0000,-2.6800,207.8700,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,AU,Australia,Oceania,3,0,3,15.99,15.99,USD,47.9700,0.0000,0.0000,47.9700,""
2014-03-05,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,8,0,8,15.99,15.99,USD,130.6700,0.0000,-2.7500,127.9200,""
2014-03-06,-1,Direct Package Sale,8181,"Inside a Star Filled Sky",Steam,"Inside a Star-filled Sky ",Windows,GB,United Kingdom,Western Europe,1,0,1,4.99,4.99,GBP,8.3300,0.0000,-1.0851,7.2449,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,2,0,2,15.99,15.99,USD,31.9800,0.0000,0.0000,31.9800,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,DK,Denmark,Western Europe,1,0,1,14.99,14.99,EUR,20.7700,0.0000,-2.7158,18.0542,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,2,0,2,12.49,12.49,GBP,41.6300,0.0000,-5.4329,36.1971,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,7,0,7,15.99,15.99,USD,111.9300,0.0000,0.0000,111.9300,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,GB,United Kingdom,Western Europe,1,0,1,12.49,12.49,GBP,20.8600,0.0000,-2.7223,18.1377,""
2014-03-06,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,5,0,5,15.99,15.99,USD,79.9500,0.0000,0.0000,79.9500,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,AU,Australia,Oceania,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,DE,Germany,Western Europe,2,0,2,14.99,14.99,EUR,41.4624,0.0000,-5.4213,36.0411,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FI,Finland,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,RU,Russian Federation,Russian Territories,4,0,4,349.00,349.00,RUB,38.9200,0.0000,0.0000,38.9200,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,SE,Sweden,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,UA,Ukraine,Russian Territories,1,0,1,10.99,10.99,USD,10.9900,0.0000,0.0000,10.9900,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,US,United States,North America,8,0,8,15.99,15.99,USD,127.9200,0.0000,0.0000,127.9200,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,AU,Australia,Oceania,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-07,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Mac,US,United States,North America,1,0,1,15.99,15.99,USD,15.9900,0.0000,0.0000,15.9900,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,BE,Belgium,Western Europe,1,0,1,14.99,14.99,EUR,20.7700,0.0000,-2.7158,18.0542,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,CA,Canada,North America,4,0,4,15.99,15.99,USD,63.9600,0.0000,0.0000,63.9600,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FI,Finland,Western Europe,2,0,2,14.99,14.99,EUR,41.5600,0.0000,-5.4342,36.1258,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FR,France,Western Europe,0,1,-1,14.99,11.24,EUR,0.0000,15.4401,2.0193,-13.4208,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,FR,France,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,GB,United Kingdom,Western Europe,3,0,3,12.49,12.49,GBP,62.6400,0.0000,-8.1747,54.4653,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,RU,Russian Federation,Russian Territories,4,0,4,349.00,349.00,RUB,38.5700,0.0000,0.0000,38.5700,""
2014-03-08,-1,Direct Package Sale,36480,"The Castle Doctrine",Steam,"The Castle Doctrine",Windows,SE,Sweden,Western Europe,1,0,1,14.99,14.99,EUR,20.6000,0.0000,-2.6935,17.9065,""
