     1	15.4
     2	28.1
     3	74.5
     4	317.6
     5	461.4
     6	487.1
     7	431.6
     8	368.3
     9	775.1
    10	467.7
    11	332.9
    12	354
    13	646.5
    14	1532.9
    15	1554.4
    16	2377.5
    17	1686.5
    18	1932.1
    19	2620.3
    20	2558.1
    21	2145.5
    22	1950
    23	1435.1
    24	1444.5
    25	3134.3
