     1	617
     2	1348.4
     3	342
     4	197.7
     5	111.6
     6	138.5
     7	154.2
     8	89.3
     9	71.1
    10	132.5
    11	129.1
    12	256.9
    13	455.5
    14	568.6
    15	381.6
    16	443.9
    17	183.6
    18	241.3
    19	189.6
    20	228
    21	138.5
    22	119.4
    23	135.3
    24	185.8
    25  328.6
