date,state,death,deathDelta
20200406,IL,307,33
20200407,IL,380,73
20200408,IL,462,82
20200409,IL,528,66
20200410,IL,596,68
20200411,IL,677,81
20200412,IL,720,43
20200413,IL,794,74
20200414,IL,868,74
20200415,IL,948,80
20200416,IL,1072,124
20200417,IL,1134,62
20200418,IL,1259,125
20200419,IL,1290,31
20200420,IL,1349,59
20200421,IL,1468,119
20200422,IL,1565,97
20200423,IL,1688,123
20200424,IL,1795,107
20200425,IL,1874,79
20200426,IL,1933,59
20200427,IL,1983,50
20200428,IL,2125,142
20200429,IL,2215,90
20200430,IL,2355,140
20200501,IL,2457,102
20200502,IL,2559,102
20200503,IL,2618,59
20200504,IL,2662,44
20200505,IL,2838,176
20200506,IL,2974,136
20200507,IL,3111,137
20200508,IL,3241,130
20200509,IL,3349,108
20200510,IL,3406,57
20200511,IL,3459,53
20200512,IL,3601,142
20200513,IL,3792,191
20200514,IL,3928,136
20200515,IL,4058,130
20200516,IL,4129,71
20200517,IL,4177,48
20200518,IL,4234,57
20200519,IL,4379,145
20200520,IL,4525,146
20200521,IL,4607,82
20200522,IL,4715,108
20200523,IL,4790,75
20200524,IL,4856,66
20200525,IL,4884,28
20200526,IL,4923,39
20200527,IL,5083,160
20200528,IL,5186,103
20200529,IL,5270,84
20200530,IL,5330,60
20200531,IL,5390,60
20200601,IL,5412,22
20200602,IL,5525,113
20200603,IL,5621,96
20200604,IL,5736,115
20200605,IL,5795,59
20200606,IL,5864,69
20200607,IL,5904,40
20200608,IL,6102,198
20200609,IL,6196,94
20200610,IL,6273,77
20200611,IL,6363,90
20200612,IL,6441,78
20200613,IL,6470,29
20200614,IL,6489,19
20200615,IL,6507,18
20200616,IL,6579,72
20200617,IL,6666,87
20200618,IL,6718,52
20200619,IL,6718,0
20200620,IL,6829,111
20200621,IL,6851,22
20200622,IL,6875,24
20200623,IL,6911,36
20200624,IL,6974,63
20200625,IL,7014,40
20200626,IL,7048,34
20200627,IL,7074,26
20200628,IL,7089,15
20200629,IL,7103,14
20200630,IL,7124,21
20200701,IL,7152,28
20200702,IL,7188,36
20200703,IL,7215,27
20200704,IL,7224,9
20200705,IL,7230,6
20200706,IL,7236,6
20200707,IL,7273,37
20200708,IL,7309,36
20200709,IL,7329,20
20200710,IL,7345,16
20200711,IL,7369,24
20200712,IL,7388,19
20200713,IL,7394,6
20200714,IL,7419,25
20200715,IL,7427,8
20200716,IL,7452,25
20200717,IL,7465,13
20200718,IL,7483,18
20200719,IL,7488,5
20200720,IL,7494,6
20200721,IL,7517,23
20200722,IL,7540,23
20200723,IL,7560,20
20200724,IL,7577,17
20200725,IL,7589,12
20200726,IL,7590,1
20200727,IL,7608,18
20200728,IL,7638,30
20200729,IL,7654,16
20200730,IL,7670,16
20200731,IL,7692,22
20200801,IL,7700,8
20200802,IL,7714,14
20200803,IL,7723,9
20200804,IL,7742,19
20200805,IL,7770,28
20200806,IL,7791,21
20200306,IN,,-7791
20200307,IN,,0
20200308,IN,,0
20200309,IN,,0
20200310,IN,,0
20200311,IN,,0
20200312,IN,,0
20200313,IN,,0
20200314,IN,0,0
20200315,IN,0,0
20200316,IN,1,1
20200317,IN,2,1
20200318,IN,2,0
20200319,IN,2,0
20200320,IN,2,0
20200321,IN,4,2
20200322,IN,6,2
20200323,IN,7,1
20200324,IN,12,5
20200325,IN,14,2
20200326,IN,17,3
20200327,IN,24,7
20200328,IN,31,7
20200329,IN,32,1
20200330,IN,35,3
20200331,IN,49,14
20200401,IN,65,16
20200402,IN,78,13
20200403,IN,102,24
20200404,IN,116,14
20200405,IN,127,11
20200406,IN,139,12
20200407,IN,173,34
20200408,IN,203,30
20200409,IN,245,42
20200410,IN,300,55
20200411,IN,330,30
20200412,IN,343,13
20200413,IN,350,7
20200414,IN,388,38
20200415,IN,436,48
20200416,IN,477,41
20200417,IN,519,42
20200418,IN,545,26
20200419,IN,562,17
20200420,IN,569,7
20200421,IN,630,61
20200422,IN,661,31
20200423,IN,706,45
20200424,IN,741,35
20200425,IN,785,44
20200426,IN,813,28
20200427,IN,844,31
20200428,IN,901,57
20200429,IN,1065,164
20200430,IN,1114,49
20200501,IN,1175,61
20200502,IN,1229,54
20200503,IN,1246,17
20200504,IN,1264,18
20200505,IN,1326,62
20200506,IN,1377,51
20200507,IN,1414,37
20200508,IN,1447,33
20200509,IN,1490,43
20200510,IN,1508,18
20200511,IN,1540,32
20200512,IN,1578,38
20200513,IN,1619,41
20200514,IN,1646,27
20200515,IN,1691,45
20200516,IN,1741,50
20200517,IN,1751,10
20200518,IN,1765,14
20200519,IN,1824,59
20200520,IN,1864,40
20200521,IN,1913,49
20200522,IN,1941,28
20200523,IN,1943,2
20200524,IN,1976,33
20200525,IN,1976,0
20200526,IN,2004,28
20200527,IN,2030,26
20200528,IN,2068,38
20200529,IN,2110,42
20200530,IN,2125,15
20200531,IN,2134,9
20200601,IN,2142,8
20200602,IN,2197,55
20200603,IN,2207,10
20200604,IN,2231,24
20200605,IN,2258,27
20200606,IN,2292,34
20200607,IN,2303,11
20200608,IN,2316,13
20200609,IN,2339,23
20200610,IN,2355,16
20200611,IN,2380,25
20200612,IN,2396,16
20200613,IN,2413,17
20200614,IN,2422,9
20200615,IN,2433,11
20200616,IN,2447,14
20200617,IN,2475,28
20200618,IN,2491,16
20200619,IN,2516,25
20200620,IN,2536,20
20200621,IN,2540,4
20200622,IN,2553,13
20200623,IN,2569,16
20200624,IN,2578,9
20200625,IN,2586,8
20200626,IN,2595,9
20200627,IN,2616,21
20200628,IN,2619,3
20200629,IN,2624,5
20200630,IN,2640,16
20200701,IN,2650,10
20200702,IN,2662,12
20200703,IN,2681,19
20200704,IN,2687,6
20200705,IN,2693,6
20200706,IN,2698,5
20200707,IN,2717,19
20200708,IN,2732,15
20200709,IN,2739,7
20200710,IN,2748,9
20200711,IN,2756,8
20200712,IN,2760,4
20200713,IN,2762,2
20200714,IN,2775,13
20200715,IN,2785,10
20200716,IN,2795,10
20200717,IN,2803,8
20200718,IN,2820,17
20200719,IN,2822,2
20200720,IN,2825,3
20200721,IN,2846,21
20200722,IN,2863,17
20200723,IN,2880,17
20200724,IN,2884,4
20200725,IN,2895,11
20200726,IN,2903,8
20200727,IN,2906,3
20200728,IN,2924,18
20200729,IN,2932,8
20200730,IN,2946,14
20200731,IN,2965,19
20200801,IN,2971,6
20200802,IN,2975,4
20200803,IN,2980,5
20200804,IN,2996,16
20200805,IN,3007,11
20200806,IN,3013,6
20200306,KS,,-3013
20200307,KS,,0
20200308,KS,,0
20200309,KS,,0
20200310,KS,,0
20200311,KS,,0
20200312,KS,,0
20200313,KS,,0
20200314,KS,1,1
20200315,KS,1,0
20200316,KS,1,0
20200317,KS,1,0
20200318,KS,1,0
20200319,KS,1,0
20200320,KS,1,0
20200321,KS,2,1
20200322,KS,2,0
20200323,KS,2,0
20200324,KS,2,0
20200325,KS,3,1
20200326,KS,3,0
20200327,KS,4,1
20200328,KS,5,1
20200329,KS,6,1
20200330,KS,8,2
20200331,KS,9,1
20200401,KS,10,1
20200402,KS,13,3
20200403,KS,17,4
20200404,KS,21,4
20200405,KS,22,1
20200406,KS,25,3
20200407,KS,27,2
20200408,KS,38,11
20200409,KS,42,4
20200410,KS,50,8
20200411,KS,55,5
20200412,KS,56,1
20200413,KS,62,6
20200414,KS,69,7
20200415,KS,76,7
20200416,KS,80,4
20200417,KS,84,4
20200418,KS,86,2
20200419,KS,92,6
20200420,KS,100,8
20200421,KS,107,7
20200422,KS,110,3
20200423,KS,112,2
20200424,KS,111,-1
20200425,KS,117,6
20200426,KS,118,1
20200427,KS,120,2
20200428,KS,124,4
20200429,KS,125,1
20200430,KS,129,4
20200501,KS,130,1
20200502,KS,131,1
20200503,KS,134,3
20200504,KS,136,2
20200505,KS,137,1
20200506,KS,144,7
20200507,KS,147,3
20200508,KS,152,5
20200509,KS,157,5
20200510,KS,157,0
20200511,KS,158,1
20200512,KS,158,0
20200513,KS,164,6
20200514,KS,164,0
20200515,KS,172,8
20200516,KS,172,0
20200517,KS,172,0
20200518,KS,173,1
20200519,KS,173,0
20200520,KS,178,5
20200521,KS,178,0
20200522,KS,185,7
20200523,KS,185,0
20200524,KS,185,0
20200525,KS,188,3
20200526,KS,188,0
20200527,KS,205,17
20200528,KS,205,0
20200529,KS,208,3
20200530,KS,208,0
20200531,KS,208,0
20200601,KS,217,9
20200602,KS,217,0
20200603,KS,222,5
20200604,KS,222,0
20200605,KS,232,10
20200606,KS,232,0
20200607,KS,232,0
20200608,KS,236,4
20200609,KS,236,0
20200610,KS,240,4
20200611,KS,240,0
20200612,KS,243,3
20200613,KS,243,0
20200614,KS,243,0
20200615,KS,245,2
20200616,KS,245,0
20200617,KS,247,2
20200618,KS,247,0
20200619,KS,254,7
20200620,KS,254,0
20200621,KS,254,0
20200622,KS,259,5
20200623,KS,259,0
20200624,KS,261,2
20200625,KS,261,0
20200626,KS,264,3
20200627,KS,264,0
20200628,KS,264,0
20200629,KS,270,6
20200630,KS,270,0
20200701,KS,272,2
20200702,KS,272,0
20200703,KS,277,5
20200704,KS,277,0
20200705,KS,277,0
20200706,KS,280,3
20200707,KS,280,0
20200708,KS,282,2
20200709,KS,282,0
20200710,KS,284,2
20200711,KS,284,0
20200712,KS,284,0
20200713,KS,288,4
20200714,KS,288,0
20200715,KS,299,11
20200716,KS,299,0
20200717,KS,299,0
20200718,KS,299,0
20200719,KS,299,0
20200720,KS,307,8
20200721,KS,307,0
20200722,KS,308,1
20200723,KS,308,0
20200724,KS,326,18
20200725,KS,326,0
20200726,KS,326,0
20200727,KS,335,9
20200728,KS,335,0
20200729,KS,349,14
20200730,KS,349,0
20200731,KS,358,9
20200801,KS,358,0
20200802,KS,358,0
20200803,KS,365,7
20200804,KS,365,0
20200805,KS,368,3
20200806,KS,368,0
20200306,KY,,-368
20200307,KY,,0
20200308,KY,,0
20200309,KY,,0
20200310,KY,,0
20200311,KY,,0
20200312,KY,,0
20200313,KY,,0
20200314,KY,1,1
20200315,KY,1,0
20200316,KY,1,0
20200317,KY,1,0
20200318,KY,1,0
20200319,KY,1,0
20200320,KY,1,0
20200321,KY,2,1
20200322,KY,3,1
20200323,KY,3,0
20200324,KY,4,1
20200325,KY,4,0
20200326,KY,4,0
20200327,KY,6,2
20200328,KY,8,2
20200329,KY,9,1
20200330,KY,9,0
20200331,KY,11,2
20200401,KY,17,6
20200402,KY,20,3
20200403,KY,31,11
20200404,KY,37,6
20200405,KY,40,3
20200406,KY,45,5
20200407,KY,59,14
20200408,KY,65,6
20200409,KY,73,8
20200410,KY,90,17
20200411,KY,90,0
20200412,KY,94,4
20200413,KY,97,3
20200414,KY,104,7
20200415,KY,115,11
20200416,KY,122,7
20200417,KY,129,7
20200418,KY,137,8
20200419,KY,144,7
20200420,KY,148,4
20200421,KY,154,6
20200422,KY,171,17
20200423,KY,185,14
20200424,KY,191,6
20200425,KY,200,9
20200426,KY,205,5
20200427,KY,208,3
20200428,KY,213,5
20200429,KY,225,12
20200430,KY,235,10
20200501,KY,240,5
20200502,KY,248,8
20200503,KY,248,0
20200504,KY,253,5
20200505,KY,261,8
20200506,KY,275,14
20200507,KY,283,8
20200508,KY,294,11
20200509,KY,298,4
20200510,KY,304,6
20200511,KY,304,0
20200512,KY,311,7
20200513,KY,321,10
20200514,KY,326,5
20200515,KY,328,2
20200516,KY,332,4
20200517,KY,334,2
20200518,KY,334,0
20200519,KY,366,32
20200520,KY,366,0
20200521,KY,376,10
20200522,KY,386,10
20200523,KY,391,5
20200524,KY,391,0
20200525,KY,391,0
20200526,KY,391,0
20200527,KY,400,9
20200528,KY,400,0
20200529,KY,409,9
20200530,KY,418,9
20200531,KY,431,13
20200601,KY,439,8
20200602,KY,442,3
20200603,KY,450,8
20200604,KY,458,8
20200605,KY,466,8
20200606,KY,470,4
20200607,KY,470,0
20200608,KY,472,2
20200609,KY,477,5
20200610,KY,484,7
20200611,KY,493,9
20200612,KY,493,0
20200613,KY,499,6
20200614,KY,499,0
20200615,KY,505,6
20200616,KY,512,7
20200617,KY,518,6
20200618,KY,520,2
20200619,KY,522,2
20200620,KY,524,2
20200621,KY,526,2
20200622,KY,526,0
20200623,KY,537,11
20200624,KY,538,1
20200625,KY,546,8
20200626,KY,553,7
20200627,KY,553,0
20200628,KY,558,5
20200629,KY,560,2
20200630,KY,565,5
20200701,KY,572,7
20200702,KY,581,9
20200703,KY,585,4
20200704,KY,585,0
20200705,KY,585,0
20200706,KY,593,8
20200707,KY,602,9
20200708,KY,608,6
20200709,KY,612,4
20200710,KY,620,8
20200711,KY,622,2
20200712,KY,625,3
20200713,KY,629,4
20200714,KY,635,6
20200715,KY,645,10
20200716,KY,650,5
20200717,KY,658,8
20200718,KY,667,9
20200719,KY,670,3
20200720,KY,671,1
20200721,KY,674,3
20200722,KY,677,3
20200723,KY,684,7
20200724,KY,691,7
20200725,KY,696,5
20200726,KY,700,4
20200727,KY,709,9
20200728,KY,719,10
20200729,KY,724,5
20200730,KY,731,7
20200731,KY,735,4
20200801,KY,740,5
20200802,KY,742,2
20200803,KY,744,2
20200804,KY,751,7
20200805,KY,752,1
20200806,KY,760,8
20200307,LA,,-760
20200308,LA,,0
20200309,LA,,0
20200310,LA,,0
20200311,LA,,0
20200312,LA,,0
20200313,LA,,0
20200314,LA,,0
20200315,LA,2,2
20200316,LA,2,0
20200317,LA,4,2
20200318,LA,6,2
20200319,LA,8,2
20200320,LA,12,4
20200321,LA,16,4
20200322,LA,20,4
20200323,LA,34,14
20200324,LA,46,12
20200325,LA,65,19
20200326,LA,83,18
20200327,LA,119,36
20200328,LA,137,18
20200329,LA,151,14
20200330,LA,185,34
20200331,LA,239,54
20200401,LA,273,34
20200402,LA,310,37
20200403,LA,370,60
20200404,LA,409,39
20200405,LA,477,68
20200406,LA,512,35
20200407,LA,582,70
20200408,LA,652,70
20200409,LA,702,50
20200410,LA,755,53
20200411,LA,806,51
20200412,LA,840,34
20200413,LA,884,44
20200414,LA,1013,129
20200415,LA,1103,90
20200416,LA,1156,53
20200417,LA,1213,57
20200418,LA,1267,54
20200419,LA,1296,29
20200420,LA,1328,32
20200421,LA,1405,77
20200422,LA,1473,68
20200423,LA,1540,67
20200424,LA,1601,61
20200425,LA,1644,43
20200426,LA,1670,26
20200427,LA,1697,27
20200428,LA,1758,61
20200429,LA,1802,44
20200430,LA,1862,60
20200501,LA,1927,65
20200502,LA,1950,23
20200503,LA,1969,19
20200504,LA,2064,95
20200505,LA,2115,51
20200506,LA,2115,0
20200507,LA,2208,93
20200508,LA,2227,19
20200509,LA,2267,40
20200510,LA,2286,19
20200511,LA,2308,22
20200512,LA,2347,39
20200513,LA,2381,34
20200514,LA,2417,36
20200515,LA,2448,31
20200516,LA,2479,31
20200517,LA,2491,12
20200518,LA,2563,72
20200519,LA,2581,18
20200520,LA,2608,27
20200521,LA,2629,21
20200522,LA,2668,39
20200523,LA,2668,0
20200524,LA,2690,22
20200525,LA,2690,0
20200526,LA,2701,11
20200527,LA,2722,21
20200528,LA,2740,18
20200529,LA,2766,26
20200530,LA,2785,19
20200531,LA,2791,6
20200601,LA,2801,10
20200602,LA,2835,34
20200603,LA,2870,35
20200604,LA,2883,13
20200605,LA,2912,29
20200606,LA,2925,13
20200607,LA,2936,11
20200608,LA,2944,8
20200609,LA,2957,13
20200610,LA,2968,11
20200611,LA,2987,19
20200612,LA,2996,9
20200613,LA,3004,8
20200614,LA,3014,10
20200615,LA,3018,4
20200616,LA,3042,24
20200617,LA,3062,20
20200618,LA,3062,0
20200619,LA,3084,22
20200620,LA,3104,20
20200621,LA,3105,1
20200622,LA,3117,12
20200623,LA,3134,17
20200624,LA,3152,18
20200625,LA,3164,12
20200626,LA,3190,26
20200627,LA,3190,0
20200628,LA,3199,9
20200629,LA,3199,0
20200630,LA,3221,22
20200701,LA,3238,17
20200702,LA,3255,17
20200703,LA,3278,23
20200704,LA,3278,0
20200705,LA,3288,10
20200706,LA,3296,8
20200707,LA,3319,23
20200708,LA,3339,20
20200709,LA,3355,16
20200710,LA,3380,25
20200711,LA,3403,23
20200712,LA,3416,13
20200713,LA,3423,7
20200714,LA,3445,22
20200715,LA,3461,16
20200716,LA,3485,24
20200717,LA,3509,24
20200718,LA,3509,0
20200719,LA,3543,34
20200720,LA,3572,29
20200721,LA,3608,36
20200722,LA,3670,62
20200723,LA,3686,16
20200724,LA,3715,29
20200725,LA,3715,0
20200726,LA,3763,48
20200727,LA,3786,23
20200728,LA,3812,26
20200729,LA,3883,71
20200730,LA,3925,42
20200731,LA,3949,24
20200801,LA,3949,0
20200802,LA,4007,58
20200803,LA,4024,17
20200804,LA,4051,27
20200805,LA,4096,45
20200806,LA,4146,50
20200312,MA,,-4146
20200313,MA,,0
20200314,MA,,0
20200315,MA,,0
20200316,MA,,0
20200317,MA,,0
20200318,MA,2,2
20200319,MA,3,1
20200320,MA,5,2
20200321,MA,7,2
20200322,MA,11,4
20200323,MA,17,6
20200324,MA,26,9
20200325,MA,33,7
20200326,MA,42,9
20200327,MA,57,15
20200328,MA,72,15
20200329,MA,99,27
20200330,MA,124,25
20200331,MA,153,29
20200401,MA,187,34
20200402,MA,229,42
20200403,MA,265,36
20200404,MA,304,39
20200405,MA,370,66
20200406,MA,448,78
20200407,MA,515,67
20200408,MA,615,100
20200409,MA,725,110
20200410,MA,832,107
20200411,MA,946,114
20200412,MA,1056,110
20200413,MA,1211,155
20200414,MA,1329,118
20200415,MA,1502,173
20200416,MA,1667,165
20200417,MA,1822,155
20200418,MA,1983,161
20200419,MA,2146,163
20200420,MA,2303,157
20200421,MA,2449,146
20200422,MA,2597,148
20200423,MA,2769,172
20200424,MA,2877,108
20200425,MA,2877,0
20200426,MA,2899,22
20200427,MA,3003,104
20200428,MA,3153,150
20200429,MA,3405,252
20200430,MA,3562,157
20200501,MA,3716,154
20200502,MA,3846,130
20200503,MA,4004,158
20200504,MA,4090,86
20200505,MA,4212,122
20200506,MA,4420,208
20200507,MA,4552,132
20200508,MA,4702,150
20200509,MA,4840,138
20200510,MA,4979,139
20200511,MA,5108,129
20200512,MA,5141,33
20200513,MA,5315,174
20200514,MA,5482,167
20200515,MA,5592,110
20200516,MA,5705,113
20200517,MA,5797,92
20200518,MA,5862,65
20200519,MA,5938,76
20200520,MA,6066,128
20200521,MA,6148,82
20200522,MA,6228,80
20200523,MA,6304,76
20200524,MA,6372,68
20200525,MA,6416,44
20200526,MA,6473,57
20200527,MA,6547,74
20200528,MA,6640,93
20200529,MA,6718,78
20200530,MA,6768,50
20200531,MA,6846,78
20200601,MA,7035,189
20200602,MA,7085,50
20200603,MA,7152,67
20200604,MA,7201,49
20200605,MA,7235,34
20200606,MA,7289,54
20200607,MA,7316,27
20200608,MA,7353,37
20200609,MA,7408,55
20200610,MA,7454,46
20200611,MA,7492,38
20200612,MA,7538,46
20200613,MA,7576,38
20200614,MA,7624,48
20200615,MA,7647,23
20200616,MA,7665,18
20200617,MA,7734,69
20200618,MA,7770,36
20200619,MA,7800,30
20200620,MA,7828,28
20200621,MA,7858,30
20200622,MA,7874,16
20200623,MA,7890,16
20200624,MA,7938,48
20200625,MA,7963,25
20200626,MA,8013,50
20200627,MA,8041,28
20200628,MA,8060,19
20200629,MA,8095,35
20200630,MA,8054,-41
20200701,MA,8081,27
20200702,MA,8132,51
20200703,MA,8149,17
20200704,MA,8172,23
20200705,MA,8183,11
20200706,MA,8198,15
20200707,MA,8213,15
20200708,MA,8243,30
20200709,MA,8268,25
20200710,MA,8296,28
20200711,MA,8310,14
20200712,MA,8325,15
20200713,MA,8330,5
20200714,MA,8340,10
20200715,MA,8368,28
20200716,MA,8380,12
20200717,MA,8402,22
20200718,MA,8419,17
20200719,MA,8431,12
20200720,MA,8433,2
20200721,MA,8450,17
20200722,MA,8468,18
20200723,MA,8468,0
20200724,MA,8484,16
20200725,MA,8510,26
20200726,MA,8529,19
20200727,MA,8536,7
20200728,MA,8551,15
20200729,MA,8580,29
20200730,MA,8595,15
20200731,MA,8609,14
20200801,MA,8626,17
20200802,MA,8638,12
20200803,MA,8648,10
20200804,MA,8657,9
20200805,MA,8659,2
20200806,MA,8691,32
20200305,MD,,-8691
20200306,MD,,0
20200307,MD,,0
20200308,MD,,0
20200309,MD,,0
20200310,MD,,0
20200311,MD,,0
20200312,MD,,0
20200313,MD,,0
20200314,MD,,0
20200315,MD,,0
20200316,MD,2,2
20200317,MD,,-2
20200318,MD,2,2
20200319,MD,2,0
20200320,MD,3,1
20200321,MD,3,0
20200322,MD,4,1
20200323,MD,4,0
20200324,MD,5,1
20200325,MD,5,0
20200326,MD,7,2
20200327,MD,10,3
20200328,MD,17,7
20200329,MD,24,7
20200330,MD,35,11
20200331,MD,43,8
20200401,MD,52,9
20200402,MD,64,12
20200403,MD,84,20
20200404,MD,101,17
20200405,MD,122,21
20200406,MD,138,16
20200407,MD,160,22
20200408,MD,191,31
20200409,MD,221,30
20200410,MD,255,34
20200411,MD,298,43
20200412,MD,335,37
20200413,MD,384,49
20200414,MD,421,37
20200415,MD,469,48
20200416,MD,499,30
20200417,MD,541,42
20200418,MD,582,41
20200419,MD,626,44
20200420,MD,683,57
20200421,MD,732,49
20200422,MD,779,47
20200423,MD,831,52
20200424,MD,899,68
20200425,MD,948,49
20200426,MD,1001,53
20200427,MD,1045,44
20200428,MD,1099,54
20200429,MD,1168,69
20200430,MD,1226,58
20200501,MD,1276,50
20200502,MD,1323,47
20200503,MD,1372,49
20200504,MD,1424,52
20200505,MD,1476,52
20200506,MD,1520,44
20200507,MD,1580,60
20200508,MD,1643,63
20200509,MD,1692,49
20200510,MD,1739,47
20200511,MD,1788,49
20200512,MD,1834,46
20200513,MD,1881,47
20200514,MD,1935,54
20200515,MD,1991,56
20200516,MD,2040,49
20200517,MD,2090,50
20200518,MD,2122,32
20200519,MD,2164,42
20200520,MD,2198,34
20200521,MD,2221,23
20200522,MD,2274,53
20200523,MD,2306,32
20200524,MD,2341,35
20200525,MD,2379,38
20200526,MD,2417,38
20200527,MD,2458,41
20200528,MD,2501,43
20200529,MD,2538,37
20200530,MD,2562,24
20200531,MD,2596,34
20200601,MD,2625,29
20200602,MD,2646,21
20200603,MD,2666,20
20200604,MD,2668,2
20200605,MD,2702,34
20200606,MD,2740,38
20200607,MD,2749,9
20200608,MD,2776,27
20200609,MD,2811,35
20200610,MD,2844,33
20200611,MD,2875,31
20200612,MD,2900,25
20200613,MD,2926,26
20200614,MD,2939,13
20200615,MD,2947,8
20200616,MD,2982,35
20200617,MD,2996,14
20200618,MD,3016,20
20200619,MD,3030,14
20200620,MD,3052,22
20200621,MD,3066,14
20200622,MD,3074,8
20200623,MD,3092,18
20200624,MD,3108,16
20200625,MD,3129,21
20200626,MD,3142,13
20200627,MD,3157,15
20200628,MD,3168,11
20200629,MD,3175,7
20200630,MD,3190,15
20200701,MD,3205,15
20200702,MD,3212,7
20200703,MD,3223,11
20200704,MD,3236,13
20200705,MD,3243,7
20200706,MD,3246,3
20200707,MD,3266,20
20200708,MD,3275,9
20200709,MD,3288,13
20200710,MD,3303,15
20200711,MD,3310,7
20200712,MD,3319,9
20200713,MD,3325,6
20200714,MD,3334,9
20200715,MD,3341,7
20200716,MD,3347,6
20200717,MD,3359,12
20200718,MD,3368,9
20200719,MD,3377,9
20200720,MD,3382,5
20200721,MD,3402,20
20200722,MD,3405,3
20200723,MD,3409,4
20200724,MD,3422,13
20200725,MD,3433,11
20200726,MD,3440,7
20200727,MD,3447,7
20200728,MD,3458,11
20200729,MD,3478,20
20200730,MD,3488,10
20200731,MD,3493,5
20200801,MD,3506,13
20200802,MD,3515,9
20200803,MD,3523,8
20200804,MD,3530,7
20200805,MD,3536,6
20200806,MD,3551,15
20200307,ME,,-3551
20200308,ME,,0
20200309,ME,,0
20200310,ME,,0
20200311,ME,,0
20200312,ME,,0
20200313,ME,,0
20200314,ME,,0
20200315,ME,,0
20200316,ME,,0
20200317,ME,,0
20200318,ME,,0
20200319,ME,,0
20200320,ME,,0
20200321,ME,,0
20200322,ME,,0
20200323,ME,,0
20200324,ME,,0
20200325,ME,,0
20200326,ME,,0
20200327,ME,1,1
20200328,ME,1,0
20200329,ME,3,2
20200330,ME,3,0
20200331,ME,5,2
20200401,ME,7,2
20200402,ME,7,0
20200403,ME,9,2
20200404,ME,10,1
20200405,ME,10,0
20200406,ME,10,0
20200407,ME,12,2
20200408,ME,14,2
20200409,ME,16,2
20200410,ME,17,1
20200411,ME,19,2
20200412,ME,19,0
20200413,ME,19,0
20200414,ME,20,1
20200415,ME,24,4
20200416,ME,27,3
20200417,ME,29,2
20200418,ME,32,3
20200419,ME,34,2
20200420,ME,35,1
20200421,ME,36,1
20200422,ME,39,3
20200423,ME,44,5
20200424,ME,47,3
20200425,ME,50,3
20200426,ME,50,0
20200427,ME,51,1
20200428,ME,51,0
20200429,ME,52,1
20200430,ME,53,1
20200501,ME,55,2
20200502,ME,56,1
20200503,ME,57,1
20200504,ME,57,0
20200505,ME,61,4
20200506,ME,62,1
20200507,ME,62,0
20200508,ME,63,1
20200509,ME,64,1
20200510,ME,64,0
20200511,ME,65,1
20200512,ME,65,0
20200513,ME,66,1
20200514,ME,69,3
20200515,ME,69,0
20200516,ME,70,1
20200517,ME,70,0
20200518,ME,71,1
20200519,ME,73,2
20200520,ME,73,0
20200521,ME,73,0
20200522,ME,75,2
20200523,ME,77,2
20200524,ME,78,1
20200525,ME,78,0
20200526,ME,79,1
20200527,ME,81,2
20200528,ME,84,3
20200529,ME,85,1
20200530,ME,89,4
20200531,ME,89,0
20200601,ME,89,0
20200602,ME,94,5
20200603,ME,95,1
20200604,ME,95,0
20200605,ME,98,3
20200606,ME,98,0
20200607,ME,99,1
20200608,ME,99,0
20200609,ME,100,1
20200610,ME,100,0
20200611,ME,100,0
20200612,ME,100,0
20200613,ME,100,0
20200614,ME,100,0
20200615,ME,101,1
20200616,ME,101,0
20200617,ME,102,1
20200618,ME,102,0
20200619,ME,102,0
20200620,ME,102,0
20200621,ME,102,0
20200622,ME,102,0
20200623,ME,102,0
20200624,ME,103,1
20200625,ME,103,0
20200626,ME,103,0
20200627,ME,104,1
20200628,ME,104,0
20200629,ME,105,1
20200630,ME,105,0
20200701,ME,105,0
20200702,ME,105,0
20200703,ME,105,0
20200704,ME,107,2
20200705,ME,109,2
20200706,ME,109,0
20200707,ME,110,1
20200708,ME,110,0
20200709,ME,111,1
20200710,ME,111,0
20200711,ME,112,1
20200712,ME,114,2
20200713,ME,114,0
20200714,ME,114,0
20200715,ME,114,0
20200716,ME,114,0
20200717,ME,115,1
20200718,ME,117,2
20200719,ME,117,0
20200720,ME,117,0
20200721,ME,118,1
20200722,ME,118,0
20200723,ME,118,0
20200724,ME,118,0
20200725,ME,119,1
20200726,ME,119,0
20200727,ME,119,0
20200728,ME,121,2
20200729,ME,121,0
20200730,ME,122,1
20200731,ME,123,1
20200801,ME,123,0
20200802,ME,123,0
20200803,ME,124,1
20200804,ME,123,-1
20200805,ME,124,1
20200806,ME,124,0
20200301,MI,,-124
20200302,MI,,0
20200303,MI,,0
20200304,MI,,0
20200305,MI,,0
20200306,MI,,0
20200307,MI,,0
20200308,MI,,0
20200309,MI,,0
20200310,MI,,0
20200311,MI,,0
20200312,MI,,0
20200313,MI,,0
20200314,MI,,0
20200315,MI,,0
20200316,MI,,0
20200317,MI,2,2
20200318,MI,5,3
20200319,MI,10,5
20200320,MI,13,3
20200321,MI,23,10
20200322,MI,36,13
20200323,MI,57,21
20200324,MI,86,29
20200325,MI,111,25
20200326,MI,159,48
20200327,MI,212,53
20200328,MI,283,71
20200329,MI,351,68
20200330,MI,437,86
20200331,MI,551,114
20200401,MI,676,125
20200402,MI,801,125
20200403,MI,918,117
